asset_id,path,filename,catalog_category,catalog_subcategory,width,height,alpha_bbox_width,alpha_bbox_height,transparent_pixel_percentage,candidate_pools,file_exists,reason_included,inferred_family,classification,reason,recommended_palette,recommended_layer,recommended_z_index,recommended_tileset_handling,recommended_tilemap_layer,collision_disabled,notes,tile_preview_width,tile_preview_height,visible_alpha_bbox,transparent_percentage,coverage_percentage,palette_name,tile_id,source_region,classification_before_tileset_creation,post_creation_quality_classification,quality_reason,recommended_action,quality_warning,review_inspection_passes
pvg_neon_sign_billboard26_1_9e5b4575,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard26_1.png,Billboard26_1.png,NEON_SIGN,sign_billboard,214,76,202,66,19.88,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,214,76,"[6, 5, 208, 71]",19.88,80.12,prop_sign,prop_sign_Billboard26_1_9e5b45,"[0, 0, 214, 76]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard33_1_63c6f64f,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard33_1.png,Billboard33_1.png,NEON_SIGN,sign_billboard,275,65,269,60,21.49,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,275,65,"[5, 4, 274, 64]",21.49,78.51,prop_sign,prop_sign_Billboard33_1_63c6f6,"[0, 0, 275, 65]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_sign4_1_8d776082,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/Sign4_1.png,Sign4_1.png,NEON_SIGN,sign_billboard,144,30,139,25,19.65,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,144,30,"[1, 1, 140, 26]",19.65,80.35,prop_sign,prop_sign_Sign4_1_8d7760,"[0, 0, 144, 30]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard32_3_8fdc83f6,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard32_3.png,Billboard32_3.png,NEON_SIGN,sign_billboard,238,49,232,40,20.94,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,238,49,"[2, 5, 234, 45]",20.94,79.06,prop_sign,prop_sign_Billboard32_3_8fdc83,"[0, 0, 238, 49]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_unknown_review_clutter1_2_fff9c7d4,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/Clutter1_2.png,Clutter1_2.png,UNKNOWN_REVIEW,review,270,297,268,295,35.31,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,270,297,"[1, 1, 269, 296]",35.31,64.69,prop_sign,prop_sign_Clutter1_2_fff9c7,"[0, 0, 270, 297]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_clutter_small_scaffoldpipe1_1_dcf9ce9d,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/ScaffoldPipe1_1.png,ScaffoldPipe1_1.png,CLUTTER_SMALL,industrial_prop,476,59,470,57,25.06,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,476,59,"[5, 1, 475, 58]",25.06,74.94,prop_sign,prop_sign_ScaffoldPipe1_1_dcf9ce,"[0, 0, 476, 59]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_unknown_review_clutter1_6_52c305a6,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/Clutter1_6.png,Clutter1_6.png,UNKNOWN_REVIEW,review,316,321,314,320,39.88,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,316,321,"[1, 0, 315, 320]",39.88,60.12,prop_sign,prop_sign_Clutter1_6_52c305,"[0, 0, 316, 321]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard20_1_268d0f88,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard20_1.png,Billboard20_1.png,NEON_SIGN,sign_billboard,301,111,292,103,26.09,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,301,111,"[5, 4, 297, 107]",26.09,73.91,prop_sign,prop_sign_Billboard20_1_268d0f,"[0, 0, 301, 111]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard21_3_b86a4ce2,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard21_3.png,Billboard21_3.png,NEON_SIGN,sign_billboard,184,58,173,48,22.4,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,184,58,"[5, 5, 178, 53]",22.4,77.6,prop_sign,prop_sign_Billboard21_3_b86a4c,"[0, 0, 184, 58]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard31_1_9b5c3ef5,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard31_1.png,Billboard31_1.png,NEON_SIGN,sign_billboard,247,50,242,40,22.88,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,247,50,"[2, 5, 244, 45]",22.88,77.12,prop_sign,prop_sign_Billboard31_1_9b5c3e,"[0, 0, 247, 50]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard17_3_3aa31f16,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard17_3.png,Billboard17_3.png,NEON_SIGN,sign_billboard,87,179,79,169,24.5,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,87,179,"[5, 5, 84, 174]",24.5,75.5,prop_sign,prop_sign_Billboard17_3_3aa31f,"[0, 0, 87, 179]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_unknown_review_clutter1_3_fff441d7,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/Clutter1_3.png,Clutter1_3.png,UNKNOWN_REVIEW,review,357,221,354,219,37.38,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,357,221,"[1, 1, 355, 220]",37.38,62.62,prop_sign,prop_sign_Clutter1_3_fff441,"[0, 0, 357, 221]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard21_1_c6ae697b,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard21_1.png,Billboard21_1.png,NEON_SIGN,sign_billboard,184,58,173,47,23.87,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,184,58,"[6, 5, 179, 52]",23.87,76.13,prop_sign,prop_sign_Billboard21_1_c6ae69,"[0, 0, 184, 58]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_unknown_review_clutter1_4_93cff79c,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/Clutter1_4.png,Clutter1_4.png,UNKNOWN_REVIEW,review,294,303,293,300,40.11,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,294,303,"[1, 2, 294, 302]",40.11,59.89,prop_sign,prop_sign_Clutter1_4_93cff7,"[0, 0, 294, 303]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard19_8_e11d91c2,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard19_8.png,Billboard19_8.png,NEON_SIGN,sign_billboard,198,371,187,366,36.27,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,198,371,"[6, 3, 193, 369]",36.27,63.73,prop_sign,prop_sign_Billboard19_8_e11d91,"[0, 0, 198, 371]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard33_3_4830066c,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard33_3.png,Billboard33_3.png,NEON_SIGN,sign_billboard,274,69,269,59,25.99,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,274,69,"[4, 6, 273, 65]",25.99,74.01,prop_sign,prop_sign_Billboard33_3_483006,"[0, 0, 274, 69]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard19_7_bdbb7fa6,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard19_7.png,Billboard19_7.png,NEON_SIGN,sign_billboard,198,373,187,366,36.87,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,198,373,"[5, 6, 192, 372]",36.87,63.13,prop_sign,prop_sign_Billboard19_7_bdbb7f,"[0, 0, 198, 373]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard17_1_80f98fc7,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard17_1.png,Billboard17_1.png,NEON_SIGN,sign_billboard,88,181,79,169,25.9,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,88,181,"[4, 6, 83, 175]",25.9,74.1,prop_sign,prop_sign_Billboard17_1_80f98f,"[0, 0, 88, 181]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard4_6_c1437a22,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard4_6.png,Billboard4_6.png,NEON_SIGN,sign_billboard,63,225,54,224,26.03,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,63,225,"[4, 1, 58, 225]",26.03,73.97,prop_sign,prop_sign_Billboard4_6_c1437a,"[0, 0, 63, 225]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_shopsign5_2_1576901e,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/ShopSign5_2.png,ShopSign5_2.png,NEON_SIGN,sign_billboard,64,145,56,138,25.2,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,64,145,"[5, 4, 61, 142]",25.2,74.8,prop_sign,prop_sign_ShopSign5_2_157690,"[0, 0, 64, 145]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_sign8_4_ab3e18b9,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/Sign8_4.png,Sign8_4.png,NEON_SIGN,sign_billboard,65,143,56,138,25.37,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,65,143,"[4, 2, 60, 140]",25.37,74.63,prop_sign,prop_sign_Sign8_4_ab3e18,"[0, 0, 65, 143]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_shopsign2_6_62efe65c,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/ShopSign2_6.png,ShopSign2_6.png,NEON_SIGN,sign_billboard,53,207,47,204,25.81,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,53,207,"[2, 2, 49, 206]",25.81,74.19,prop_sign,prop_sign_ShopSign2_6_62efe6,"[0, 0, 53, 207]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_shopsign2_7_f6d1a570,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/ShopSign2_7.png,ShopSign2_7.png,NEON_SIGN,sign_billboard,53,207,47,204,25.81,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,53,207,"[2, 2, 49, 206]",25.81,74.19,prop_sign,prop_sign_ShopSign2_7_f6d1a5,"[0, 0, 53, 207]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_sign4_3_46976143,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/Sign4_3.png,Sign4_3.png,NEON_SIGN,sign_billboard,144,32,139,25,24.67,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,144,32,"[1, 2, 140, 27]",24.67,75.33,prop_sign,prop_sign_Sign4_3_469761,"[0, 0, 144, 32]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard19_6_ae08793d,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard19_6.png,Billboard19_6.png,NEON_SIGN,sign_billboard,196,370,187,366,38.04,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,196,370,"[5, 1, 192, 367]",38.04,61.96,prop_sign,prop_sign_Billboard19_6_ae0879,"[0, 0, 196, 370]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard5_3_15231bfe,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard5_3.png,Billboard5_3.png,NEON_SIGN,sign_billboard,73,226,64,216,27.22,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,73,226,"[5, 6, 69, 222]",27.22,72.78,prop_sign,prop_sign_Billboard5_3_15231b,"[0, 0, 73, 226]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_unknown_review_clutter1_5_a724206d,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/Clutter1_5.png,Clutter1_5.png,UNKNOWN_REVIEW,review,353,308,350,305,45.94,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,353,308,"[2, 0, 352, 305]",45.94,54.06,prop_sign,prop_sign_Clutter1_5_a72420,"[0, 0, 353, 308]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_shopsign2_5_01674278,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/ShopSign2_5.png,ShopSign2_5.png,NEON_SIGN,sign_billboard,53,209,47,205,26.55,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,53,209,"[2, 4, 49, 209]",26.55,73.45,prop_sign,prop_sign_ShopSign2_5_016742,"[0, 0, 53, 209]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_shopsign2_8_f3f7c08f,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_2/CyberCity_Core_Tiles_2/ShopSign2_8.png,ShopSign2_8.png,NEON_SIGN,sign_billboard,53,209,47,205,26.55,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,53,209,"[2, 4, 49, 209]",26.55,73.45,prop_sign,prop_sign_ShopSign2_8_f3f7c0,"[0, 0, 53, 209]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard4_3_02e8eb5c,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard4_3.png,Billboard4_3.png,NEON_SIGN,sign_billboard,104,200,98,194,28.45,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,104,200,"[4, 2, 102, 196]",28.45,71.55,prop_sign,prop_sign_Billboard4_3_02e8eb,"[0, 0, 104, 200]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard5_1_8d746ca5,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard5_1.png,Billboard5_1.png,NEON_SIGN,sign_billboard,75,222,65,216,27.68,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,75,222,"[5, 3, 70, 219]",27.68,72.32,prop_sign,prop_sign_Billboard5_1_8d746c,"[0, 0, 75, 222]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
pvg_neon_sign_billboard6_3_ffebb4c1,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Billboard6_3.png,Billboard6_3.png,NEON_SIGN,sign_billboard,70,218,66,208,27.75,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT,prop_sign,SINGLE_TILE_SPRITE,Sign/pipe/kiosk/environment object is practical enough as a paint tile.,prop_sign,DecorationLayer,-60,Add as one paintable prop/sign tile.,PropSignTileMapLayer / ArtRoot/World/DecorationLayer,True,Derived from catalog; no user-pasted asset list required.,70,218,"[3, 6, 69, 214]",27.75,72.25,prop_sign,prop_sign_Billboard6_3_ffebb4,"[0, 0, 70, 218]",SINGLE_TILE_SPRITE,READY_TO_PAINT,Readable prop/sign object practical as a paint tile.,keep in production palette,,1
