path,file_name,category_guess,width,height,aspect_ratio,has_alpha,bbox_min_x,bbox_min_y,bbox_max_x,bbox_max_y,bbox_width,bbox_height,bbox_aspect_ratio,transparent_padding_left,transparent_padding_right,transparent_padding_top,transparent_padding_bottom,transparent_percent,coverage_percent,corner_transparency_ratios,row_width_profile,rough_shape_classification,classification,confidence,notes
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\Billboard10_7.png,Billboard10_7.png,tall,60,95,0.6316,True,0,1,56,93,57,93,0.6129,0,3,1,1,61.65,38.35,"{""top_left"": 1.0, ""top_right"": 1.0, ""bottom_left"": 1.0, ""bottom_right"": 0.6316}","{""samples_at_0_25_50_75_100_percent"": [0, 4, 43, 32, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 57, ""peak_row_index"": 41, ""monotonic_diamond_score"": 0.9149}",tall prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\Billboard10_8.png,Billboard10_8.png,tall,53,81,0.6543,True,3,1,48,79,46,79,0.5823,3,4,1,1,51.06,48.94,"{""top_left"": 0.9938, ""top_right"": 1.0, ""bottom_left"": 0.8, ""bottom_right"": 1.0}","{""samples_at_0_25_50_75_100_percent"": [0, 33, 36, 31, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 44, ""peak_row_index"": 29, ""monotonic_diamond_score"": 0.95}",tall prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\Billboard11_1.png,Billboard11_1.png,tall,55,109,0.5046,True,1,5,50,104,50,100,0.5,1,4,5,4,46.34,53.66,"{""top_left"": 0.7749, ""top_right"": 0.5498, ""bottom_left"": 0.7792, ""bottom_right"": 0.5195}","{""samples_at_0_25_50_75_100_percent"": [0, 30, 31, 30, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 50, ""peak_row_index"": 13, ""monotonic_diamond_score"": 0.9537}",tall prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\Billboard11_2.png,Billboard11_2.png,tall,15,132,0.1136,True,4,0,10,128,7,129,0.0543,4,4,0,3,67.02,32.98,"{""top_left"": 1.0, ""top_right"": 1.0, ""bottom_left"": 1.0, ""bottom_right"": 1.0}","{""samples_at_0_25_50_75_100_percent"": [3, 5, 5, 5, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 7, ""peak_row_index"": 37, ""monotonic_diamond_score"": 0.9847}",tall prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ArcadeCabinet1_1.png,ArcadeCabinet1_1.png,tech,91,110,0.8273,True,6,3,88,107,83,105,0.7905,6,2,3,2,30.52,69.48,"{""top_left"": 0.447, ""top_right"": 1.0, ""bottom_left"": 0.4192, ""bottom_right"": 0.8687}","{""samples_at_0_25_50_75_100_percent"": [0, 56, 81, 73, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 83, ""peak_row_index"": 68, ""monotonic_diamond_score"": 1.0}",free prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ArcadeCabinet1_2.png,ArcadeCabinet1_2.png,tech,80,128,0.625,True,0,1,76,126,77,126,0.6111,0,3,1,1,27.54,72.46,"{""top_left"": 0.3625, ""top_right"": 1.0, ""bottom_left"": 0.1075, ""bottom_right"": 0.8775}","{""samples_at_0_25_50_75_100_percent"": [0, 48, 74, 69, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 76, ""peak_row_index"": 52, ""monotonic_diamond_score"": 0.9528}",free prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ArcadeCabinet1_3.png,ArcadeCabinet1_3.png,tech,89,124,0.7177,True,6,0,88,121,83,122,0.6803,6,0,0,2,27.36,72.64,"{""top_left"": 0.3946, ""top_right"": 1.0, ""bottom_left"": 0.4289, ""bottom_right"": 0.9436}","{""samples_at_0_25_50_75_100_percent"": [2, 56, 82, 77, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 83, ""peak_row_index"": 52, ""monotonic_diamond_score"": 1.0}",free prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ArcadeCabinet1_4.png,ArcadeCabinet1_4.png,tech,86,131,0.6565,True,3,4,82,129,80,126,0.6349,3,3,4,1,34.64,65.36,"{""top_left"": 0.681, ""top_right"": 1.0, ""bottom_left"": 0.9842, ""bottom_right"": 0.8778}","{""samples_at_0_25_50_75_100_percent"": [0, 49, 78, 66, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 79, ""peak_row_index"": 59, ""monotonic_diamond_score"": 0.9846}",free prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ArcadeCabinet1_5.png,ArcadeCabinet1_5.png,tech,106,125,0.848,True,5,1,104,124,100,124,0.8065,5,1,1,0,39.14,60.86,"{""top_left"": 0.9352, ""top_right"": 1.0, ""bottom_left"": 0.659, ""bottom_right"": 1.0}","{""samples_at_0_25_50_75_100_percent"": [0, 62, 95, 83, 2], ""min_visible_row_width"": 0, ""max_visible_row_width"": 100, ""peak_row_index"": 66, ""monotonic_diamond_score"": 0.9113}",free prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ArcadeCabinet1_6.png,ArcadeCabinet1_6.png,tech,104,125,0.832,True,1,1,102,123,102,123,0.8293,1,1,1,1,41.89,58.11,"{""top_left"": 0.598, ""top_right"": 1.0, ""bottom_left"": 1.0, ""bottom_right"": 1.0}","{""samples_at_0_25_50_75_100_percent"": [0, 63, 87, 75, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 93, ""peak_row_index"": 67, ""monotonic_diamond_score"": 0.9516}",free prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ArcadeCabinet1_7.png,ArcadeCabinet1_7.png,tech,105,140,0.75,True,4,2,103,139,100,138,0.7246,4,1,2,0,41.3,58.7,"{""top_left"": 0.9065, ""top_right"": 1.0, ""bottom_left"": 0.8486, ""bottom_right"": 1.0}","{""samples_at_0_25_50_75_100_percent"": [0, 74, 86, 79, 3], ""min_visible_row_width"": 0, ""max_visible_row_width"": 100, ""peak_row_index"": 79, ""monotonic_diamond_score"": 0.9209}",free prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ArcadeCabinet1_8.png,ArcadeCabinet1_8.png,tech,104,139,0.7482,True,1,0,102,137,102,138,0.7391,1,1,0,1,41.78,58.22,"{""top_left"": 0.9278, ""top_right"": 1.0, ""bottom_left"": 0.8796, ""bottom_right"": 1.0}","{""samples_at_0_25_50_75_100_percent"": [2, 74, 93, 72, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 96, ""peak_row_index"": 74, ""monotonic_diamond_score"": 0.9203}",free prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ArcadeCabinet2_1.png,ArcadeCabinet2_1.png,tech,80,117,0.6838,True,3,3,76,115,74,113,0.6549,3,3,3,1,34.5,65.5,"{""top_left"": 0.3478, ""top_right"": 1.0, ""bottom_left"": 0.2527, ""bottom_right"": 1.0}","{""samples_at_0_25_50_75_100_percent"": [0, 46, 73, 62, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 74, ""peak_row_index"": 64, ""monotonic_diamond_score"": 1.0}",free prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ArcadeCabinet2_2.png,ArcadeCabinet2_2.png,tech,64,129,0.4961,True,4,6,63,127,60,122,0.4918,4,0,6,1,38.88,61.12,"{""top_left"": 0.5633, ""top_right"": 1.0, ""bottom_left"": 0.3633, ""bottom_right"": 0.6833}","{""samples_at_0_25_50_75_100_percent"": [0, 22, 47, 59, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 60, ""peak_row_index"": 107, ""monotonic_diamond_score"": 0.9531}",free prop,CATEGORY C - DIMETRIC / ISOMETRIC-LOOKING PARALLAX SPRITE,0.72,standalone prop-like filename and variable object placement expected
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ACUnit1_1.png,ACUnit1_1.png,other,62,31,2.0,True,2,1,58,29,57,29,1.9655,2,3,1,1,15.14,84.86,"{""top_left"": 0.3056, ""top_right"": 0.4583, ""bottom_left"": 0.3194, ""bottom_right"": 0.4583}","{""samples_at_0_25_50_75_100_percent"": [0, 56, 57, 56, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 57, ""peak_row_index"": 13, ""monotonic_diamond_score"": 1.0}",unclear,CATEGORY F - UNCLEAR / OTHER,0.35,insufficient filename/pixel evidence
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ACUnit1_2.png,ACUnit1_2.png,other,21,61,0.3443,True,3,2,18,59,16,58,0.2759,3,2,2,1,33.18,66.82,"{""top_left"": 0.7917, ""top_right"": 0.7292, ""bottom_left"": 0.7708, ""bottom_right"": 1.0}","{""samples_at_0_25_50_75_100_percent"": [0, 16, 14, 14, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 16, ""peak_row_index"": 6, ""monotonic_diamond_score"": 1.0}",unclear,CATEGORY F - UNCLEAR / OTHER,0.35,insufficient filename/pixel evidence
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ACUnit1_3.png,ACUnit1_3.png,other,60,35,1.7143,True,1,3,58,33,58,31,1.871,1,1,3,1,21.48,78.52,"{""top_left"": 0.5357, ""top_right"": 0.5357, ""bottom_left"": 0.4286, ""bottom_right"": 0.4167}","{""samples_at_0_25_50_75_100_percent"": [0, 56, 56, 57, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 58, ""peak_row_index"": 21, ""monotonic_diamond_score"": 0.9706}",unclear,CATEGORY F - UNCLEAR / OTHER,0.35,insufficient filename/pixel evidence
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ACUnit1_4.png,ACUnit1_4.png,other,23,60,0.3833,True,1,1,16,58,16,58,0.2759,1,6,1,1,37.97,62.03,"{""top_left"": 0.7708, ""top_right"": 1.0, ""bottom_left"": 0.4583, ""bottom_right"": 1.0}","{""samples_at_0_25_50_75_100_percent"": [0, 14, 14, 16, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 16, ""peak_row_index"": 34, ""monotonic_diamond_score"": 1.0}",unclear,CATEGORY F - UNCLEAR / OTHER,0.35,insufficient filename/pixel evidence
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ACUnit1_5.png,ACUnit1_5.png,other,52,54,0.963,True,2,1,50,53,49,53,0.9245,2,1,1,0,47.65,52.35,"{""top_left"": 1.0, ""top_right"": 0.44, ""bottom_left"": 0.56, ""bottom_right"": 1.0}","{""samples_at_0_25_50_75_100_percent"": [0, 28, 47, 29, 1], ""min_visible_row_width"": 0, ""max_visible_row_width"": 47, ""peak_row_index"": 27, ""monotonic_diamond_score"": 1.0}",unclear,CATEGORY F - UNCLEAR / OTHER,0.35,insufficient filename/pixel evidence
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ACUnit1_6.png,ACUnit1_6.png,other,53,54,0.9815,True,1,1,49,53,49,53,0.9245,1,3,1,0,48.6,51.4,"{""top_left"": 0.47, ""top_right"": 1.0, ""bottom_left"": 1.0, ""bottom_right"": 0.61}","{""samples_at_0_25_50_75_100_percent"": [0, 28, 47, 29, 2], ""min_visible_row_width"": 0, ""max_visible_row_width"": 47, ""peak_row_index"": 27, ""monotonic_diamond_score"": 1.0}",unclear,CATEGORY F - UNCLEAR / OTHER,0.35,insufficient filename/pixel evidence
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ACUnit1_7.png,ACUnit1_7.png,other,55,54,1.0185,True,5,0,53,52,49,53,0.9245,5,1,0,1,50.03,49.97,"{""top_left"": 0.7273, ""top_right"": 1.0, ""bottom_left"": 1.0, ""bottom_right"": 0.4182}","{""samples_at_0_25_50_75_100_percent"": [2, 29, 46, 28, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 47, ""peak_row_index"": 26, ""monotonic_diamond_score"": 1.0}",unclear,CATEGORY F - UNCLEAR / OTHER,0.35,insufficient filename/pixel evidence
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ACUnit1_8.png,ACUnit1_8.png,other,51,54,0.9444,True,1,1,49,52,49,52,0.9423,1,1,1,1,46.22,53.78,"{""top_left"": 1.0, ""top_right"": 0.46, ""bottom_left"": 0.45, ""bottom_right"": 1.0}","{""samples_at_0_25_50_75_100_percent"": [0, 29, 47, 28, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 47, ""peak_row_index"": 27, ""monotonic_diamond_score"": 1.0}",unclear,CATEGORY F - UNCLEAR / OTHER,0.35,insufficient filename/pixel evidence
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ACUnit2_1.png,ACUnit2_1.png,other,65,47,1.383,True,1,2,64,45,64,44,1.4545,1,0,2,1,18.23,81.77,"{""top_left"": 0.4615, ""top_right"": 0.4615, ""bottom_left"": 0.3077, ""bottom_right"": 0.2906}","{""samples_at_0_25_50_75_100_percent"": [0, 57, 57, 57, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 64, ""peak_row_index"": 32, ""monotonic_diamond_score"": 0.9565}",unclear,CATEGORY F - UNCLEAR / OTHER,0.35,insufficient filename/pixel evidence
C:\Users\jtben\Documents\PBD 2026\OpenClaw\main\games\my-2d-game\assets\tilesets\cyber_city_core_tilesets\CyberCity_Core_Tiles_1\CyberCity_Core_Tiles_1\ACUnit2_2.png,ACUnit2_2.png,other,27,80,0.3375,True,4,1,24,78,21,78,0.2692,4,2,1,1,32.18,67.82,"{""top_left"": 1.0, ""top_right"": 0.4375, ""bottom_left"": 0.85, ""bottom_right"": 0.725}","{""samples_at_0_25_50_75_100_percent"": [0, 20, 21, 21, 0], ""min_visible_row_width"": 0, ""max_visible_row_width"": 21, ""peak_row_index"": 29, ""monotonic_diamond_score"": 0.9747}",unclear,CATEGORY F - UNCLEAR / OTHER,0.35,insufficient filename/pixel evidence
