tileset_path,original_palette,palette,tile_id,source_asset_id,source_path,source_filename,source_region,preview_width,preview_height,visible_alpha_bbox,transparent_percentage,pre_tileset_classification,post_creation_quality_classification,reason,recommended_action
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0041,CS_0887,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel6_8.png,Interior_WallPanel6_8.png,"[0, 0, 100, 110]",100,110,"[0, 0, 100, 110]",57.136,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0042,CS_0895,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel7_8.png,Interior_WallPanel7_8.png,"[0, 0, 100, 110]",100,110,"[0, 0, 100, 110]",57.136,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0043,CS_0903,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel8_8.png,Interior_WallPanel8_8.png,"[0, 0, 100, 110]",100,110,"[0, 0, 100, 110]",57.136,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0044,CS_0911,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel9_8.png,Interior_WallPanel9_8.png,"[0, 0, 100, 110]",100,110,"[0, 0, 100, 110]",57.136,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0045,CS_0919,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_Window1_8.png,Interior_Window1_8.png,"[0, 0, 100, 110]",100,110,"[0, 0, 100, 110]",57.136,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0046,CS_0927,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_Window2_8.png,Interior_Window2_8.png,"[0, 0, 100, 110]",100,110,"[0, 0, 100, 110]",57.136,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0047,CS_0935,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_Window3_8.png,Interior_Window3_8.png,"[0, 0, 100, 110]",100,110,"[0, 0, 100, 110]",56.227,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0048,CS_0766,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel10_7.png,Interior_WallPanel10_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0049,CS_0774,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel11_7.png,Interior_WallPanel11_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0050,CS_0782,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel12_7.png,Interior_WallPanel12_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0051,CS_0790,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel13_7.png,Interior_WallPanel13_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0052,CS_0798,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel14_7.png,Interior_WallPanel14_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0053,CS_0814,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel16_7.png,Interior_WallPanel16_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0054,CS_0878,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel5_7.png,Interior_WallPanel5_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0055,CS_0886,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel6_7.png,Interior_WallPanel6_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0056,CS_0894,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel7_7.png,Interior_WallPanel7_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0057,CS_0902,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel8_7.png,Interior_WallPanel8_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0058,CS_0910,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel9_7.png,Interior_WallPanel9_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0059,CS_0918,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_Window1_7.png,Interior_Window1_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0060,CS_0926,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_Window2_7.png,Interior_Window2_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",57.768,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0061,CS_0934,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_Window3_7.png,Interior_Window3_7.png,"[0, 0, 101, 110]",101,110,"[0, 0, 101, 110]",56.904,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0062,CS_0457,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Door6_1.png,Door6_1.png,"[0, 0, 110, 109]",110,109,"[0, 0, 110, 109]",27.631,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0063,CS_1556,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/WallTech1_1.png,WallTech1_1.png,"[0, 0, 111, 101]",111,101,"[0, 0, 111, 101]",19.936,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0064,CS_1558,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/WallTech1_3.png,WallTech1_3.png,"[0, 0, 111, 104]",111,104,"[0, 0, 111, 104]",21.881,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0065,CS_0262,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/CellDoor1_2.png,CellDoor1_2.png,"[0, 0, 104, 112]",104,112,"[0, 0, 104, 112]",19.42,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0066,CS_0459,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Door6_3.png,Door6_3.png,"[0, 0, 109, 113]",109,113,"[0, 0, 109, 113]",29.13,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0067,CS_1569,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/WallTech2_6.png,WallTech2_6.png,"[0, 0, 91, 114]",91,114,"[0, 0, 91, 114]",35.348,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0068,CS_1571,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/WallTech2_8.png,WallTech2_8.png,"[0, 0, 91, 115]",91,115,"[0, 0, 91, 115]",36.235,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0069,CS_1568,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/WallTech2_5.png,WallTech2_5.png,"[0, 0, 92, 115]",92,115,"[0, 0, 92, 115]",36.881,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0070,CS_1570,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/WallTech2_7.png,WallTech2_7.png,"[0, 0, 90, 118]",90,118,"[0, 0, 90, 118]",36.827,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0071,CS_1560,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/WallTech1_5.png,WallTech1_5.png,"[0, 0, 96, 125]",96,125,"[0, 0, 96, 125]",33.283,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0072,CS_1562,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/WallTech1_7.png,WallTech1_7.png,"[0, 0, 98, 125]",98,125,"[0, 0, 98, 125]",34.465,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0073,CS_1561,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/WallTech1_6.png,WallTech1_6.png,"[0, 0, 97, 126]",97,126,"[0, 0, 97, 126]",34.724,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0074,CS_1563,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/WallTech1_8.png,WallTech1_8.png,"[0, 0, 97, 127]",97,127,"[0, 0, 97, 127]",34.426,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0075,CS_0760,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel10_1.png,Interior_WallPanel10_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0076,CS_0768,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel11_1.png,Interior_WallPanel11_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0077,CS_0776,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel12_1.png,Interior_WallPanel12_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0078,CS_0784,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel13_1.png,Interior_WallPanel13_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0079,CS_0792,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel14_1.png,Interior_WallPanel14_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0080,CS_0800,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel15_1.png,Interior_WallPanel15_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.79,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0081,CS_0808,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel16_1.png,Interior_WallPanel16_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0082,CS_0872,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel5_1.png,Interior_WallPanel5_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0083,CS_0880,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel6_1.png,Interior_WallPanel6_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0084,CS_0888,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel7_1.png,Interior_WallPanel7_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0085,CS_0896,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel8_1.png,Interior_WallPanel8_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0086,CS_0904,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel9_1.png,Interior_WallPanel9_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0087,CS_0912,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_Window1_1.png,Interior_Window1_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0088,CS_0920,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_Window2_1.png,Interior_Window2_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.507,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0089,CS_0928,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_Window3_1.png,Interior_Window3_1.png,"[0, 0, 131, 54]",131,54,"[0, 0, 131, 54]",11.281,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0090,CS_0762,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel10_3.png,Interior_WallPanel10_3.png,"[0, 0, 134, 59]",134,59,"[0, 0, 134, 59]",21.237,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0091,CS_0770,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel11_3.png,Interior_WallPanel11_3.png,"[0, 0, 134, 59]",134,59,"[0, 0, 134, 59]",21.237,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0092,CS_0778,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel12_3.png,Interior_WallPanel12_3.png,"[0, 0, 134, 59]",134,59,"[0, 0, 134, 59]",21.237,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
res://assets/tilesets/pvgames_central_security_paintable/PVGamesCentralSecurityWallPaint.tres,wall,wall,wall_0093,CS_0786,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_CentralSecurity_Tiles/CyberCity_CentralSecurity_Tiles_1/CyberCity_CentralSecurity_Tiles_1/Interior_WallPanel13_3.png,Interior_WallPanel13_3.png,"[0, 0, 134, 59]",134,59,"[0, 0, 134, 59]",21.237,SINGLE_TILE_SPRITE,MODULAR_PART_OK,Useful modular wall/security/tech partial.,keep in production palette
